metric,aggregation,n_train,model,model_display_name,comparators_supported,comparators_required,supported_best,comparison_evidence
crps,play,40,zoo_cnn,Zoo CNN,0,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":-0.0012460094973024169,""simultaneous_upper"":-0.000716545638117699,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-0.0014586740930602284,""simultaneous_upper"":-0.0009279601273498758,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0013073684090952249,""simultaneous_upper"":0.0018449894624518012,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps,play,40,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0005425818853291937,""simultaneous_upper"":0.0006472208507977163,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0003364704286303051,""simultaneous_upper"":0.0004292532225066169,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0013073684090952249,""simultaneous_upper"":0.0018449894624518012,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps_game_equal,game_equal,40,ridge_sgd_l2,L2 one-vs-rest logistic,1,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.00018584798507868393,""simultaneous_upper"":0.00025742068232209174,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.0012635293925234046,""simultaneous_upper"":-0.0007281233015454395,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0005424014804772134,""simultaneous_upper"":0.0006455730295029966,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,40,lightgbm_multiclass,LightGBM,2,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.00018584798507868393,""simultaneous_upper"":0.00025742068232209174,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.0014858748007306952,""simultaneous_upper"":-0.0009490465607389247,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0003263457408414443,""simultaneous_upper"":0.0004183601017379898,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,40,zoo_cnn,Zoo CNN,0,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":-0.0012635293925234046,""simultaneous_upper"":-0.0007281233015454395,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-0.0014858748007306952,""simultaneous_upper"":-0.0009490465607389247,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0013174507282942196,""simultaneous_upper"":0.0018621764757548345,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,40,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0005424014804772134,""simultaneous_upper"":0.0006455730295029966,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0003263457408414443,""simultaneous_upper"":0.0004183601017379898,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0013174507282942196,""simultaneous_upper"":0.0018621764757548345,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps,play,80,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.00036719922848382297,""simultaneous_upper"":0.00043201255816116096,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.00019062585024933975,""simultaneous_upper"":0.00020239848688745384,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0008794610821385323,""simultaneous_upper"":0.0009632528223396631,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps,play,80,lightgbm_multiclass,LightGBM,2,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.00036719922848382297,""simultaneous_upper"":0.00043201255816116096,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.0005841563527258904,""simultaneous_upper"":-0.00020328279728097938,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0004773272113387265,""simultaneous_upper"":0.0005661749064944854,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps,play,80,zoo_cnn,Zoo CNN,0,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":-0.00019062585024933975,""simultaneous_upper"":0.00020239848688745384,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-0.0005841563527258904,""simultaneous_upper"":-0.00020328279728097938,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0007199990854779403,""simultaneous_upper"":0.0011109421823621414,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps,play,80,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0008794610821385323,""simultaneous_upper"":0.0009632528223396631,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0004773272113387265,""simultaneous_upper"":0.0005661749064944854,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0007199990854779403,""simultaneous_upper"":0.0011109421823621414,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps_game_equal,game_equal,80,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.00037846937641002466,""simultaneous_upper"":0.00044258459255605933,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.00019983552646036585,""simultaneous_upper"":0.00019307403915657984,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0008758597380097061,""simultaneous_upper"":0.0009595509822095022,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,80,lightgbm_multiclass,LightGBM,2,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.00037846937641002466,""simultaneous_upper"":0.00044258459255605933,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-0.0006043378002890682,""simultaneous_upper"":-0.0002234776559808018,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0004624694783278998,""simultaneous_upper"":0.0005518872729252242,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,80,zoo_cnn,Zoo CNN,0,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":-0.00019983552646036585,""simultaneous_upper"":0.00019307403915657984,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-0.0006043378002890682,""simultaneous_upper"":-0.0002234776559808018,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0007251129799569179,""simultaneous_upper"":0.0011170592275660761,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,80,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0008758597380097061,""simultaneous_upper"":0.0009595509822095022,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0004624694783278998,""simultaneous_upper"":0.0005518872729252242,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0007251129799569179,""simultaneous_upper"":0.0011170592275660761,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps,play,160,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0005967040594364716,""simultaneous_upper"":0.0006481810491664544,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0005617283354369952,""simultaneous_upper"":0.0008847957645253369,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.001303761764623028,""simultaneous_upper"":0.001403930856474234,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps,play,160,lightgbm_multiclass,LightGBM,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0005967040594364716,""simultaneous_upper"":0.0006481810491664544,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-6.138524559547981e-05,""simultaneous_upper"":0.0002630242369548858,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0006791879875775468,""simultaneous_upper"":0.000783619524916789,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps,play,160,zoo_cnn,Zoo CNN,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0005617283354369952,""simultaneous_upper"":0.0008847957645253369,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-6.138524559547981e-05,""simultaneous_upper"":0.0002630242369548858,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0004603912346224296,""simultaneous_upper"":0.0008007772865125003,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps,play,160,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.001303761764623028,""simultaneous_upper"":0.001403930856474234,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0006791879875775468,""simultaneous_upper"":0.000783619524916789,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0004603912346224296,""simultaneous_upper"":0.0008007772865125003,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps_game_equal,game_equal,160,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0006074722034918017,""simultaneous_upper"":0.0006578314216273244,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0005500529201328445,""simultaneous_upper"":0.0008780262154551216,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0012992520529425348,""simultaneous_upper"":0.001399064612150845,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,160,lightgbm_multiclass,LightGBM,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0006074722034918017,""simultaneous_upper"":0.0006578314216273244,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":-8.367868580357534e-05,""simultaneous_upper"":0.0002464541962724153,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0006641423894049186,""simultaneous_upper"":0.000768870650569335,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,160,zoo_cnn,Zoo CNN,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0005500529201328445,""simultaneous_upper"":0.0008780262154551216,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":-8.367868580357534e-05,""simultaneous_upper"":0.0002464541962724153,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.000461938940133015,""simultaneous_upper"":0.0008082985893723989,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,160,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0012992520529425348,""simultaneous_upper"":0.001399064612150845,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0006641423894049186,""simultaneous_upper"":0.000768870650569335,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.000461938940133015,""simultaneous_upper"":0.0008082985893723989,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps,play,240,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0007287991254956075,""simultaneous_upper"":0.0007732316809717787,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0010032469187801778,""simultaneous_upper"":0.0012377320809579785,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.001505417847050177,""simultaneous_upper"":0.0015942109558398567,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps,play,240,lightgbm_multiclass,LightGBM,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0007287991254956075,""simultaneous_upper"":0.0007732316809717787,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0002487337514343707,""simultaneous_upper"":0.0004902144418363994,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0007521731118800508,""simultaneous_upper"":0.000845424884542597,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps,play,240,zoo_cnn,Zoo CNN,2,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0010032469187801778,""simultaneous_upper"":0.0012377320809579785,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0002487337514343707,""simultaneous_upper"":0.0004902144418363994,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.00030197348361003557,""simultaneous_upper"":0.0005566763195418424,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
crps,play,240,set_transformer,Set Transformer,3,3,True,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.001505417847050177,""simultaneous_upper"":0.0015942109558398567,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.0007521731118800508,""simultaneous_upper"":0.000845424884542597,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.00030197348361003557,""simultaneous_upper"":0.0005566763195418424,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":true}]"
crps_game_equal,game_equal,240,ridge_sgd_l2,L2 one-vs-rest logistic,0,3,False,"[{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.000738293405454892,""simultaneous_upper"":0.0007813583113097078,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":false},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.0009924045031860862,""simultaneous_upper"":0.0012274780431035213,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0014980110920989732,""simultaneous_upper"":0.0015876963384870945,""stored_orientation"":""ridge_sgd_l2 - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,240,lightgbm_multiclass,LightGBM,1,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.000738293405454892,""simultaneous_upper"":0.0007813583113097078,""stored_orientation"":""ridge_sgd_l2 - lightgbm_multiclass"",""supported_lower_crps"":true},{""comparator"":""zoo_cnn"",""simultaneous_lower"":0.00022950302752960426,""simultaneous_upper"":0.00047072780199540357,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":false},{""comparator"":""set_transformer"",""simultaneous_lower"":0.0007358228274122481,""simultaneous_upper"":0.0008302328864092198,""stored_orientation"":""lightgbm_multiclass - set_transformer"",""supported_lower_crps"":false}]"
crps_game_equal,game_equal,240,zoo_cnn,Zoo CNN,2,3,False,"[{""comparator"":""ridge_sgd_l2"",""simultaneous_lower"":0.0009924045031860862,""simultaneous_upper"":0.0012274780431035213,""stored_orientation"":""ridge_sgd_l2 - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""lightgbm_multiclass"",""simultaneous_lower"":0.00022950302752960426,""simultaneous_upper"":0.00047072780199540357,""stored_orientation"":""lightgbm_multiclass - zoo_cnn"",""supported_lower_crps"":true},{""comparator"":""set_transformer"",""simultaneous_lower"":0.00030557656314582793,""simultaneous_upper"":0.0005602483211506321,""stored_orientation"":""zoo_cnn - set_transformer"",""supported_lower_crps"":false}]"
